,users,date,location,star,headers,body,fit,product,size,height and weight
174,David S.,29 Jul 2020,United States,4,Solid Work Jersey,Solid work (training) jersey. The fit is perfect for a trim build. I received the jersey as a gift and now I look for products from Ornot. I also appreciate their commitment to the environment & by the way the color/pattern catches the eyes of others.,3,Work Jersey - Gravel,Medium,"5'10"", 165lbs"
175,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
176,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
177,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
178,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
179,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
180,CHARLIE D.,29 Jul 2020,United States,5,Stellar,Maybe the perfect midweight Jersey. I originally purchased a couple in L and ended up buying M a month or so later. Subtle details and excellent fit. Very nice quality of materials and workmanship. Sleeves are longer which seems more common these days. At $98 and made in USA what’s not to like? Maybe some brighter colors.,3,Work Jersey - Gravel,Medium,5’ 11” 158
181,Patrick G.,29 Jul 2020,United States,5,Handles 100 degree TX heat,"Love the Work jersey. Reasonably priced, no huge logo, and very comfortable. Ride in Austin,TX heat where it gets to be 100+ and am comfortable even with a little heavier material.",N/A,Work Jersey - Marine - XS Only,Medium,N/A
182,Travis G.,28 Jul 2020,United States,5,Perfect do everything jersey,My new go to short sleeve three season jersey! So good I got a second one!,3,Work Jersey - Gravel,Large,"6’1, 190"
183,Joe W.,25 Jul 2020,United States,5,Work jersey obsidian,"Very nice, love the fit and feels great. Did my first ride in 90 degree weather and still felt great.",3,Work Jersey - Obsidian - XS and SM Only,Large,6’3” and 195lbs.
184,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
185,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
186,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
187,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
188,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
189,Ted G.,15 Jul 2020,United States,5,House Jersey,"My favorite jersey. Only worn it a handful of times but great for warm/hot weather. So far, feels very well made",3,Work Jersey - Gravel,Medium,"5-8, 150 lbs"
190,demetrios n.,13 Jul 2020,United States,4,Jersey,"I am happy with the fit, two observations 
1 the zipper head is located on the left vs most jerseys I own are right 
2 the rear pockets about half inch too short",3,Work Jersey - Gravel,Medium,5’10”. 170lbs
191,Edward C.,12 Jul 2020,United States,5,Jersey shore!,Great! Very comfortable. Look and feel great ,N/A,Work Jersey - Gravel,Medium,N/A
192,Rudi B.,12 Jul 2020,United States,5,Giving the Jersey a workout,I should apologize to the jersey. I used to be a large but probably gained an X over the years. It fits but the jersey is getting a good stretch. Have to lose another 15lbs to make it fit really nice. I did this on purpose to give myself an extra incentive to lose weight. I started cycling again 2 months ago after a 7 year break. Materials and quality are topnotch.,2,Work Jersey - Gravel,Large,5-10 194lbs
193,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
194,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
195,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
196,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
197,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
198,Ted G.,15 Jul 2020,United States,5,House Jersey,"My favorite jersey. Only worn it a handful of times but great for warm/hot weather. So far, feels very well made",3,Work Jersey - Gravel,Medium,"5-8, 150 lbs"
199,demetrios n.,13 Jul 2020,United States,4,Jersey,"I am happy with the fit, two observations 
1 the zipper head is located on the left vs most jerseys I own are right 
2 the rear pockets about half inch too short",3,Work Jersey - Gravel,Medium,5’10”. 170lbs
200,Edward C.,12 Jul 2020,United States,5,Jersey shore!,Great! Very comfortable. Look and feel great ,N/A,Work Jersey - Gravel,Medium,N/A
201,Rudi B.,12 Jul 2020,United States,5,Giving the Jersey a workout,I should apologize to the jersey. I used to be a large but probably gained an X over the years. It fits but the jersey is getting a good stretch. Have to lose another 15lbs to make it fit really nice. I did this on purpose to give myself an extra incentive to lose weight. I started cycling again 2 months ago after a 7 year break. Materials and quality are topnotch.,2,Work Jersey - Gravel,Large,5-10 194lbs
202,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
203,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
204,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
205,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
206,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
207,Davide D.,07 Jul 2020,United States,4,Great jersey for long days in the saddle,Love the jersey. The only thing that could make this better would be tighter pockets; on dirt I was afraid to loose my phone.,N/A,Work Jersey - Gravel,Medium,N/A
208,Spencer H.,06 Jul 2020,United States,5,First Jersey,"Like many, I rediscovered the joy of going fast on a bike during the Covid crazyness. I decided on OrNot because not only do they design in CA, they also see. I like to support local when possible. As far as the Jersey, it's awesome. I love the color and material, the fit is exactly what I wanted tight, but not super tight. I'm 6'4 190lb and tried on both a L and XL. Settled on the XL since I am not trying to win the Tour. Hope this helps, OrNot.",3,Work Jersey - Marine - XS Only,Large,"6'4"" 190lb"
209,David J.,05 Jul 2020,United States,5,Work work!,"Can't go wrong with what I call, SILVER. 
Purchased this jersey at Sports Basement.",3,Work Jersey - Gravel,,"5'9"" 160 lbs."
210,brandon a.,26 Jun 2020,United States,5,Great jersey,"Comfortable, fairly light weight which is a must in Southern California. Runs on the small side. Made in USA.",2,Work Jersey - Gravel,XX-Large,5’11” 200lb
211,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
212,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
213,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
214,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
215,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
216,Ron R.,25 Jun 2020,United States,5,Work Jersey Gravel,Great fit. Will buy another color.,3,Work Jersey - Gravel,Medium,5’11 160lb
217,CJ F.,24 Jun 2020,United States,5,Great Jersey!,Love this jersey. Comfortable and fits great.,N/A,Work Jersey - Marine - XS Only,Large,N/A
218,Roberto G.,24 Jun 2020,United States,5,Work Jersey - Genesis Grey,Nice product. A little tight but that one is on me :). ,2,Work Jersey - Gravel,Large,"5'9"" / 193"
219,Tom W.,23 Jun 2020,United States,5,Work Jersey.,"Nice weight, good fit. Cool color. And MUSA at a decent price. It's a win. ",3,Work Jersey - Marine - XS Only,Small,"5'10"" 139 lbs"
220,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
221,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
222,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
223,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
224,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
225,Tom J.,22 Jun 2020,United States,5,One of my favorite all around jerseys.,"A great all-around Jersey. Not as light as a hot weather jersey, not as fitted as a race jersey, but not a loose fitting club jersey either. It has become my go to jersey for mid-week morning rides",3,Work Jersey - Gravel,Medium,5’8” and 170 lbs.
226,James A.,16 Jun 2020,United States,5,all you want in a jersey,love the material of these jerseys. usually get a medium in house and sized down for race fit. awesome.,3,Work Jersey - Marine - XS Only,Small,N/A
227,Douglas S.,14 Jun 2020,United States,4,Work Never Felt So Good,"Jersey feels great. Very comfortable and good feel against skin. I’d probably sized down to large next time. The XL is a bit baggy in the armpit area. This odd since XL is my go to. However, over past 3 months been riding a lot so been losing some weight and I assume this could be the reason. It’s not a deal breaker and I continue to wear the jersey On regular basis and will be back for more, Ornot.",N/A,Work Jersey - Gravel,Extra Large,N/A
228,Rumuel H.,14 Jun 2020,United States,5,Superb!,"According to the size chart I sit between a size Small and Medium. Sent an email for suggestions, and I was advised I could go either way. Small for snug and Medium for a little loose. Figured I'll just order both sizes and return one. Ended up liking both so much I exchanged the small for another color. For casual larger group rides, Medium is perfect. For solo/ training trips, I'll throw on the small. Happy either way! 

To add, the exchange process is smooth and the OrNot team is responsive and helpful. A+ support! ",3,Work Jersey - Gravel,Small,"5'7"" 160lbs"
229,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
230,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
231,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
232,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
233,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
234,Justin M.,09 Jun 2020,United States,5,Comfortable and Breathable,"With brutal Midwest humidity in the summer, I was interested to see how this jersey hold up in our muggy, brutal summer heat. It did a great job in wicking the moisture off me and was super breathable. Comfort level is there for even long rides. Solid product and a very happy first time buyer. ",3,Work Jersey - Marine - XS Only,Extra Large,"6'3"" 205 lbs"
235,Casey S.,08 Jun 2020,United States,5,Exactly as advertised,"It's exactly as advertised - affordable, durable and nothing fancy. If you're looking for something simple without the lux bells and whistles of other brands, this is a killer option. I bought two and have a hundred miles in both of them.",3,Work Jersey - Marine - XS Only,Medium,6' and 160lbs
236,Daniel D.,05 Jun 2020,United States,5,Great jersey,I was looking for a simple jersey and this was it. It has quickly become my go to jersey.,3,Work Jersey - Gravel,Extra Small,5’ 8’’ 138 lbs
237,Stephen R.,05 Jun 2020,United States,5,love it,"Great quality garment at a very reasonable price. Easy exchange process, too. I'm 5'11"" 190lb muscular build and ended up needing XL. Jersey doesn't stretch very much.",2,Work Jersey - Obsidian - XS and SM Only,Large,"5'11"" 190lb"
238,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
239,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
240,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
241,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
242,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
243,Jeff C.,03 Jun 2020,United States,5,My first jersey,I did my first imperial century the week I received the jersey. It kept me comfortable and fast in 85 degree Atlanta summer weather. Im happy,4,Work Jersey - Gravel,XX-Large,"6'-2"" and 222lbs"
244,Charlie G.,02 Jun 2020,United States,5,Marine Jersey,Great fit. High quality. Love the color.,3,Work Jersey - Marine - XS Only,Large,6’. 185 lbs.
245,Darren H.,01 Jun 2020,,4,Color me Surprised,"I was somewhat unimpressed when these arrived. It’s qualities are not readily apparent just looking at it—and the lack of a zippered pocket seemed a miss in such a pricey garment. The first few rides neither affirmed nor disproved the wisdom of its purchase—it was just “nice”. Only on a proper 85 degree day did the shirt’s qualities reveal themselves. It’s comfortable, cools well and compliments my prominent waistline (6 ft, 210, size XL) in a way that a typically garishly loud cycling jersey otherwise wouldn’t.",3,Work Jersey - Gravel,Extra Large,6’ 0”/210
246,Sunghyuk H.,24 May 2020,South Korea,5,Nice textile and fit,"I love this brand because overall design is quite simple.
Textile of this jersey is excellent ant feels good.
This jersey fit comfortable, not so tight and I prefer it.
Zip moves smooth and works good. Front is little bit longer and covers my body well.",4,Work Jersey - Gravel,Large,"170cm , 70Kg"
247,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
248,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
249,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
250,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
251,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
252,Thomas M.,21 May 2020,United States,4,My new go to favorite,"Excellent quality jersey in great new color. I have both a large and medium work jersey, and the medium fits perfectly. I really can’t say enough about Ornot’s minimally branded styling. Let your riding do the talking!",3,Work Jersey - Marine - XS Only,Medium,5’7”. 155
253,Douglas S.,19 May 2020,United States,5,First Kit,"New biker, first kit. Great fit. Well constructed and comfortable. I’ll be back for more.",3,Work Jersey - Gravel,Extra Large,6’2” 220lbs
254,Philip S.,12 May 2020,United States,5,I would wear this to work...,"By far the best fitting jersey I've ever had (I'm 6'2"", 152 lbs. and wearing a Medium). The print on the torso is subtle yet super elegant for a cycling jersey. Well done! Once the stone blue color is available again, I'll definitely get one of those.",N/A,Work Jersey - Obsidian - XS and SM Only,Medium,N/A
255,Mikael G.,03 May 2020,United States,5,Total sweetness,Great color and comfort. Love it!,4,Work Jersey - Marine - XS Only,Medium,5’ 10”
256,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
257,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
258,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
259,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
260,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
261,Peter C.,28 Jun 2023,United States,5,Durable and Perfect Fit,"I'm excited by these merino tencel blends. They're cool to the touch and seem more durable than my Icebreaker and Ortovox, full merino t's. And I haven't noticed any issues with smell after a few days of wear, so I'm not convinced full merino is needed. I also really like the weight of these. Some merino t's are so thin as to be billowing and fragile in order to be wearable in the summer. These are fine even when the temp climbs but have a heft that helps them wear well. 6'3"" 230lbs and the XL fits perfectly. Looking forward to more colors.",N/A,Men's Merino Tech Shirt - Charcoal,XL,N/A
262,Jeremiah E.,28 Jun 2023,United States,4,Pretty pretty good,"Wore this for three days riding on a bike packing trip through the Shenandoah Mountains in VA. Fit great, kept me from being cold after it rained but also kept me cool when I was dripping sweat after climbs. It never did fully dry out over night and the collar didn’t keep its shape as well as the Ornot tech tees I have, which is why I gave it 4 stars instead of 5. Still love it though",N/A,Men's Merino Tech Shirt - Charcoal,MEDIUM,N/A
263,Clinton B.,28 Jun 2023,United States,5,Perfect shirt for anything,The merino in this shirt is VERY comfortable and also resists smells for those hot days in the sun.,N/A,Men's Merino Tech Shirt - Charcoal,MEDIUM,N/A
264,Anthony,28 Jun 2023,United States,5,Soft and good looking,Great looking shirt and is extremely comfortable. Material is top notch and can be worn in multiple settings.,N/A,Men's Merino Tech Shirt - Charcoal,LARGE,N/A
265,Adam C.,27 Jun 2023,United States,5,Comfortable and functional!,"You know how some clothing takes a few wears and washes to break in, Ornot? This shirt falls into the latter group - by that I mean that it arrived fresh and ready to roll.

Sizing is spot on per the measurements provided and the quality of the material is apparent whether you're using this shirt for leisure or during a workout.

Like other technical shirts, this one is warm when you need it and breathable when necessary. With that said, The wool component steps this capability up one notch compared with more expensive tech shirts that I own.",N/A,Men's Merino Tech Shirt - Charcoal,MEDIUM,N/A
266,Chris H.,27 Jun 2023,United States,5,Indigo Tech Shirt,Great cool spring morning running short. Comfortable and deep dark blue. ,N/A,Men's Merino Tech Shirt - Indigo,MEDIUM,N/A
267,Ross,27 Jun 2023,United States,5,You could wear it every day,"I effin' LOVE this shirt. I'm a sweaty individual and I tend to run hot. This shirt keeps me cool, dry, odor-free and can be worn MULTIPLE DAYS IN A ROW!! I have tested this during camping trips, traveling internationally and from just being lazy and my daily outfits. I love this shirt so much that I plan to get it in the navy blue so people see me in something other than my dark grey merino wool OrNot shirt. 

Thoughtfully designed, incredible quality & performance. 5/5 would try again!",N/A,Men's Merino Tech Shirt - Charcoal,LARGE,N/A
